ano,codigo_fonte_recurso,descricao_fonte_recurso,ano_fonte,total_empenhado,total_pago,percentual_empenhado_no_ano
2025,635,ROYALTIES E PARTICIPAÇÃO ESPECIAL DE PETRÓLEO E GÁS NATURAL VINCULADOS À SAÚDE - LEI Nº 12.858/2013,1,4863081.41,3850238.15,0.019643
2025,750,RECURSOS DA CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMÍNIO ECONÔMICO - CIDE,1,4121813.94,3965895.14,0.016649
2025,576,TRANSFERÊNCIAS DE RECURSOS DOS ESTADOS PARA PROGRAMAS DE EDUCAÇÃO,2,3943698.97,3859717.4,0.015929
2025,669,OUTROS RECURSOS VINCULADOS À ASSISTÊNCIA SOCIAL,2,3560722.58,3497212.53,0.014382
2025,665,TRANSFERÊNCIAS DE CONVÊNIOS E OUTROS REPASSES VINCULADOS À ASSISTÊNCIA SOCIAL,2,2807409.52,2708930.65,0.01134
2025,880,RECURSOS PRÓPRIOS DOS CONSÓRCIOS,1,2786590.32,2722735.44,0.011256
2025,753,RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,1,2648705.15,2404561.97,0.010699
2025,703,OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS OU CONTRATOS DE REPASSE DE OUTRAS ENTIDADES,1,2641868.16,1134069.92,0.010671
2025,899,OUTROS RECURSOS VINCULADOS,2,2315942.68,2204386.74,0.009355
2025,636,OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS E INSTRUMENTOS CONGÊNERES VINCULADOS À SAÚDE,2,1565530.16,1565530.16,0.006323
2025,599,OUTROS RECURSOS VINCULADOS À EDUCAÇÃO,1,1172569.54,1172569.54,0.004736
2025,747,"OUTRAS VINCULAÇÕES DE
TRANSFERÊNCIAS DA UNIÃO",1,1032667.14,1032667.14,0.004171
2025,715,TRANSFERÊNCIAS DESTINADAS AO SETOR CULTURAL - LC Nº 195/2022 - ART. 5º - AUDIOVISUAL,2,894177.1,894177.1,0.003612
2025,716,TRANSFERÊNCIAS DESTINADAS AO SETOR CULTURAL - LC Nº 195/2022 - ART. 8º - DEMAIS SETORES DA CULTURA,2,577293.51,402357.66,0.002332
2025,799,OUTRAS VINCULAÇÕES LEGAIS,1,520090.0,267961.44,0.002101
2025,551,TRANSFERÊNCIAS DE RECURSOS DO FNDE REFERENTES AO PROGRAMA DINHEIRO DIRETO NA ESCOLA (PDDE),1,366997.42,352146.59,0.001482
2025,721,TRANSFERÊNCIAS DA UNIÃO REFERENTES A CESSÃO ONEROSA DE PETRÓLEO - LEI Nº 13.885/2019,2,270173.48,270173.48,0.001091
2025,748,"OUTRAS VINCULAÇÕES DE
TRANSFERÊNCIAS DOS ESTADOS",1,177275.44,177275.44,0.000716
2025,711,DEMAIS TRANSFERÊNCIAS OBRIGATÓRIAS NÃO DECORRENTES DE REPARTIÇÕES DE RECEITAS.,2,95931.0,95931.0,0.000387
2025,702,OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS OU REPASSES DOS MUNICÍPIOS,1,83252.37,73036.37,0.000336
2025,756,RECURSOS DE ALIENAÇÃO DE BENS/ATIVOS - ADMINISTRAÇÃO INDIRETA,1,79890.0,79890.0,0.000323
2025,714,"TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS
DO FUNDO DE AMPARO AO TRABALHADOR -
F A",1,60489.75,48946.95,0.000244
2025,602,TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE – RECURSOS DESTINADOS AO ENFRENTAMENTO DA COVID-19 NO BOJO DA AÇÃO 21C0.,2,2856.4,2856.4,1.2e-05
2025,502,RECURSOS NÃO VINCULADOS DA COMPENSAÇÃO DE IMPOSTOS,1,539.42,539.42,2e-06
2025,707,TRANSFERÊNCIAS DA UNIÃO – INCISO I DO ART. 5º DA LEI COMPLEMENTAR 173/2020,1,51.6,51.6,0.0
